Institute,Branch,Rank Category,Category,Gender,Opening Rank,Closing Rank
IIT  Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,8327,9835
IIT  Gandhinagar,Civil Engineering,AI,OPEN,Gender-Neutral,8338,10234
IIT  Patna,Chemical Engineering,AI,OBC-NCL,Female-only ,8339,8805
IIT  (ISM) Dhanbad,Engineering Physics,AI,OBC-NCL,Female-only ,8343,9217
IIT  Jammu,Computer Science and Engineering,AI,OPEN,Female-only ,8353,12108
IIT  Bhilai,Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,8375,9472
IIT  Palakkad,Electrical Engineering,AI,OPEN,Gender-Neutral,8381,9625
IIT  (ISM) Dhanbad,Engineering Physics,AI,OPEN,Gender-Neutral,8392,10778
IIT  Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Female-only ,8427,8470
IIT  (ISM) Dhanbad,Mining Engineering,AI,OBC-NCL,Female-only ,8429,9262
IIT  (ISM) Dhanbad,Mining Engineering,AI,OPEN,Gender-Neutral,8439,14762
IIT  Mandi,Mechanical Engineering,AI,OBC-NCL,Female-only ,8440,8967
IIT  Mandi,Civil Engineering,AI,OBC-NCL,Female-only ,8450,9050
IIT  BHU,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only ,8455,8455
IIT  BHU,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,8533,10583
IIT  Bhilai,Mechatronics Engineering,AI,OPEN,Gender-Neutral,8535,10843
IIT  BHU,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,8540,12524
IIT  BHU,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only ,8573,8573
IIT  Ropar,Chemical Engineering,AI,OPEN,Gender-Neutral,8597,10097
IIT  Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,8611,8611
IIT  Bhilai,Mechanical Engineering,AI,OBC-NCL,Female-only ,8617,8930
IIT  Gandhinagar,Materials Engineering,AI,OPEN,Gender-Neutral,8632,11298
IIT  Kharagpur,Chemical Engineering,AI,OPEN,Female-only ,8646,11646
IIT  BHU,Pharmaceutical Engineering & Technology,AI,OBC-NCL,Female-only ,8658,9257
IIT  Patna,Civil Engineering,AI,OBC-NCL,Female-only ,8731,9291
IIT  Ropar,Mathematics and Computing,AI,OPEN,Female-only ,8734,9494
IIT  Patna,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,8762,11437
IIT  Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Female-only ,8781,8990
IIT  Bhubaneswar,Electronics and Communication Engineering,AI,OPEN,Female-only ,8798,10904
IIT  Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,8798,9099
IIT  Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Female-only ,8810,8810
IIT  Bombay,Environmental Science and Engineering,AI,OPEN,Female-only ,8821,9292
IIT  Madras,"Biological Science (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,8849,10682
IIT  Mandi,Engineering Physics,AI,OBC-NCL,Female-only ,8869,8869
IIT  Jodhpur,Materials Engineering,AI,OBC-NCL,Female-only ,8892,9279
IIT  Ropar,Metallurgical and Materials Engineering,AI,OBC-NCL,Female-only ,8970,9018
IIT  Mandi,B.Tech in Materials Science and Engineering,AI,OBC-NCL,Female-only ,8998,8998
IIT  Jodhpur,Electrical Engineering,AI,OPEN,Female-only ,9003,11925
IIT  (ISM) Dhanbad,Mathematics and Computing,AI,OPEN,Female-only ,9026,10248
IIT  Tirupati,Engineering Physics,AI,OBC-NCL,Female-only ,9033,9033
IIT  Patna,Chemical Science and Technology,AI,OBC-NCL,Female-only ,9036,9036
IIT  Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,9049,9049
IIT  Mandi,Engineering Physics,AI,OPEN,Gender-Neutral,9089,10475
IIT  Bhubaneswar,Civil Engineering,AI,OPEN,Gender-Neutral,9106,14782
IIT  Jodhpur,Bio Engineering,AI,OBC-NCL,Female-only ,9141,9141
IIT  Patna,Engineering Physics,AI,OBC-NCL,Female-only ,9150,9150
IIT  BHU,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only ,9190,9190
IIT  Bhubaneswar,Metallurgical and Materials Engineering,AI,OBC-NCL,Female-only ,9228,9228
IIT  Goa,Mechanical Engineering,AI,OBC-NCL,Female-only ,9232,9256
IIT  Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,9258,16968
IIT  Bhubaneswar,Engineering Physics,AI,OBC-NCL,Female-only ,9267,9267
IIT  Ropar,Engineering Physics,AI,OBC-NCL,Female-only ,9270,9270
IIT  Jodhpur,Civil and Infrastructure Engineering,AI,OBC-NCL,Female-only ,9273,9273
IIT  Palakkad,Civil Engineering,AI,OBC-NCL,Female-only ,9281,9281
IIT  (ISM) Dhanbad,Electronics and Communication Engineering,AI,OPEN,Female-only ,9327,12788
IIT  Tirupati,Mechanical Engineering,AI,OPEN,Gender-Neutral,9340,11509
IIT  Tirupati,Engineering Physics,AI,OPEN,Gender-Neutral,9589,12605
IIT  (ISM) Dhanbad,Environmental Engineering,AI,OPEN,Gender-Neutral,9606,15291
IIT  Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Female-only ,9692,11262
IIT  Madras,Metallurgical and Materials Engineering,AI,OPEN,Female-only ,9735,10699
IIT  Guwahati,Energy Engineering,AI,OPEN,Female-only ,9754,11615
IIT  Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only ,9776,9776
IIT  Delhi,Textile Technology,AI,OPEN,Female-only ,9820,12551
IIT  Patna,Mathematics and Computing,AI,OPEN,Female-only ,9830,10651
IIT  (ISM) Dhanbad,Civil Engineering,AI,OPEN,Gender-Neutral,9898,12996
IIT  Mandi,Civil Engineering,AI,OPEN,Gender-Neutral,9968,12562
IIT  Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,9996,12413
IIT  Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,10069,12893
IIT  Ropar,Civil Engineering,AI,OPEN,Gender-Neutral,10126,11365
IIT  Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Female-only ,10154,10847
IIT  Gandhinagar,Mechanical Engineering,AI,OPEN,Female-only ,10210,13488
IIT  Guwahati,Engineering Physics,AI,OPEN,Female-only ,10217,14111
IIT  Bhilai,Computer Science and Engineering,AI,OPEN,Female-only ,10240,11544
IIT  Goa,Computer Science and Engineering,AI,OPEN,Female-only ,10256,11151
IIT  Goa,Mechanical Engineering,AI,OPEN,Gender-Neutral,10277,12066
IIT  Dharwad,Mechanical Engineering,AI,OPEN,Gender-Neutral,10317,13435
IIT  BHU,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,10337,10830
IIT  Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,10491,12375
IIT  BHU,Ceramic Engineering,AI,OPEN,Gender-Neutral,10504,12154
IIT  Kharagpur,Aerospace Engineering,AI,OPEN,Female-only ,10505,11444
IIT  Hyderabad,Chemical Engineering,AI,OPEN,Female-only ,10591,11897
IIT  Dharwad,Engineering Physics,AI,OPEN,Gender-Neutral,10655,12851
IIT  Indore,Space Sciences and Engineering,AI,OPEN,Female-only ,10683,10970
IIT  Jodhpur,"Physics with Specialization (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,10714,14641
IIT  BHU,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,10717,12761
IIT  Kanpur,Biological Sciences and Bioengineering,AI,OPEN,Female-only ,10725,12032
IIT  Bhubaneswar,Engineering Physics,AI,OPEN,Gender-Neutral,10756,11307
IIT  Patna,Chemical Engineering,AI,OPEN,Gender-Neutral,10776,12519
IIT  Patna,Engineering Physics,AI,OPEN,Gender-Neutral,10781,12031
IIT  Roorkee,Civil Engineering,AI,OPEN,Female-only ,10785,14749
IIT  BHU,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,10791,11530
IIT  BHU,Mining Engineering,AI,OPEN,Gender-Neutral,10803,12876
IIT  BHU,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,10813,12317
IIT  Palakkad,Mechanical Engineering,AI,OPEN,Gender-Neutral,10901,12540
IIT  Jammu,Mechanical Engineering,AI,OPEN,Gender-Neutral,10912,12483
IIT  Dharwad,Electronics and Communication Engineering,AI,OPEN,Female-only ,10983,14717
IIT  Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only ,11004,11004
IIT  Roorkee,Production and Industrial Engineering,AI,OPEN,Female-only ,11018,11912
IIT  Mandi,B.Tech in Microelectronics & VLSI,AI,OPEN,Female-only ,11035,12194
IIT  Bhilai,Mechanical Engineering,AI,OPEN,Gender-Neutral,11065,13137
IIT  Patna,"B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Female-only ,11166,11166
IIT  Patna,Electronics and Communication Engineering,AI,OPEN,Female-only ,11192,12036
IIT  Ropar,Metallurgical and Materials Engineering,AI,OPEN,Gender-Neutral,11211,13009
IIT  Mandi,Bio Engineering,AI,OPEN,Gender-Neutral,11233,14239
IIT  Jodhpur,Civil and Infrastructure Engineering,AI,OPEN,Gender-Neutral,11244,13316
IIT  Hyderabad,Engineering Physics,AI,OPEN,Female-only ,11250,12055
IIT  Roorkee,Energy Engineering,AI,OPEN,Female-only ,11253,11253
IIT  BHU,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,11279,14001
IIT  BHU,Pharmaceutical Engineering & Technology,AI,OPEN,Gender-Neutral,11311,13562
IIT  Jodhpur,Materials Engineering,AI,OPEN,Gender-Neutral,11381,13339
IIT  Tirupati,Civil Engineering,AI,OPEN,Gender-Neutral,11383,15429
IIT  Kanpur,Materials Science and Engineering,AI,OPEN,Female-only ,11438,13464
IIT  Jammu,Civil Engineering,AI,OPEN,Gender-Neutral,11454,15583
IIT  Patna,Metallurgical and Materials Engineering,AI,OPEN,Gender-Neutral,11553,15323
IIT  Guwahati,Chemical Engineering,AI,OPEN,Female-only ,11635,12557
IIT  Guwahati,Chemical Science and Technology,AI,OPEN,Female-only ,11731,14720
IIT  Patna,Chemical Science and Technology,AI,OPEN,Gender-Neutral,11793,14062
IIT  Mandi,Electrical Engineering,AI,OPEN,Female-only ,11796,12842
IIT  Bhubaneswar,Metallurgical and Materials Engineering,AI,OPEN,Gender-Neutral,11823,14898
IIT  Dharwad,Mathematics and Computing,AI,OPEN,Female-only ,11879,12205
IIT  Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Female-only ,11950,18537
IIT  BHU,Mechanical Engineering,AI,OPEN,Female-only ,11998,15157
IIT  Jammu,Mathematics and Computing,AI,OPEN,Female-only ,12130,14105
IIT  Indore,Mechanical Engineering,AI,OPEN,Female-only ,12137,14123
IIT  Palakkad,Data Science and Engineering,AI,OPEN,Female-only ,12138,13283
IIT  Bhubaneswar,Electrical Engineering,AI,OPEN,Female-only ,12140,14183
IIT  Patna,"B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,12162,14176
IIT  Palakkad,Electrical Engineering,AI,OPEN,Female-only ,12222,15014
IIT  BHU,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,12260,13931
IIT  Patna,Civil Engineering,AI,OPEN,Gender-Neutral,12287,14579
IIT  Jodhpur,Bio Engineering,AI,OPEN,Gender-Neutral,12293,14666
IIT  BHU,Chemical Engineering,AI,OPEN,Female-only ,12307,16188
IIT  Kharagpur,Manufacturing Science and Engineering,AI,OPEN,Female-only ,12350,12933
IIT  Patna,Electrical and Electronics Engineering,AI,OPEN,Female-only ,12395,14153
IIT  (ISM) Dhanbad,Mineral and Metallurgical Engineering,AI,OPEN,Gender-Neutral,12446,13599
IIT  Madras,Naval Architecture and Ocean Engineering,AI,OPEN,Female-only ,12471,13618
IIT  Madras,"Biological Science (4 Years, Bachelor of Science)",AI,OPEN,Female-only ,12473,14739
IIT  Goa,Mathematics and Computing,AI,OPEN,Female-only ,12515,13381
IIT  Patna,"B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,12577,13111
IIT  Tirupati,Chemical Engineering,AI,OPEN,Gender-Neutral,12624,14341
IIT  Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,12637,12637
IIT  Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,12654,16381
IIT  Bhilai,Data Science and Artificial Intelligence,AI,OPEN,Female-only ,12695,14348
IIT  Kharagpur,Civil Engineering,AI,OPEN,Female-only ,12769,15388
IIT  Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Female-only ,12854,15922
IIT  Mandi,B.Tech in Materials Science and Engineering,AI,OPEN,Gender-Neutral,12859,14440
IIT  Palakkad,Civil Engineering,AI,OPEN,Gender-Neutral,12874,15812
IIT  Hyderabad,Civil Engineering,AI,OPEN,Female-only ,12882,16049
IIT  Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,12900,16430
IIT  Kharagpur,Metallurgical and Materials Engineering,AI,OPEN,Female-only ,12914,15082
IIT  Jammu,Chemical Engineering,AI,OPEN,Gender-Neutral,12943,15048
IIT  BHU,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,12958,14557
IIT  Hyderabad,Materials Science and Metallurgical Engineering,AI,OPEN,Female-only ,13015,15999
IIT  (ISM) Dhanbad,Electrical Engineering,AI,OPEN,Female-only ,13093,14711
IIT  Roorkee,Biosciences and Bioengineering,AI,OPEN,Female-only ,13107,14009
IIT  Roorkee,Metallurgical and Materials Engineering,AI,OPEN,Female-only ,13244,15488
IIT  Patna,"B. Tech in CE. - M. Tech. in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,13323,14055
IIT  (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,13369,16011
IIT  Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,13636,14114
IIT  BHU,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,13669,14463
IIT  (ISM) Dhanbad,Mining Machinery Engineering,AI,OPEN,Gender-Neutral,13690,15321
IIT  Indore,Engineering Physics,AI,OPEN,Female-only ,13790,15115
IIT  Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only ,14138,14138
IIT  Kharagpur,Biotechnology and Biochemical Engineering,AI,OPEN,Female-only ,14147,15493
IIT  Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,14220,15129
IIT  Gandhinagar,Chemical Engineering,AI,OPEN,Female-only ,14225,15791
IIT  BHU,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,14319,16564
IIT  Dharwad,Civil and Infrastructure Engineering,AI,OPEN,Gender-Neutral,14375,15945
IIT  Kharagpur,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Female-only ,14639,17600
IIT  Ropar,Chemical Engineering,AI,OPEN,Female-only ,14701,15740
IIT  Mandi,B.Tech in General Engineering,AI,OPEN,Female-only ,14742,18004
IIT  Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Female-only ,14756,19507
IIT  Jodhpur,Mechanical Engineering,AI,OPEN,Female-only ,14797,18249
IIT  Hyderabad,Biotechnology and Bioinformatics,AI,OPEN,Female-only ,14833,15214
IIT  Jammu,Materials Engineering,AI,OPEN,Gender-Neutral,14903,16439
IIT  Patna,"B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,14906,15274
IIT  Dharwad,Chemical and Biochemical Engineering,AI,OPEN,Gender-Neutral,14948,15739
IIT  Tirupati,Mechanical Engineering,AI,OPEN,Female-only ,14969,20361
IIT  Dharwad,Electrical and Electronics Engineering,AI,OPEN,Female-only ,15007,15299
IIT  Bhilai,Electronics and Communication Engineering,AI,OPEN,Female-only ,15017,15657
IIT  Guwahati,Civil Engineering,AI,OPEN,Female-only ,15033,16581
IIT  Jammu,Electrical Engineering,AI,OPEN,Female-only ,15039,18177
IIT  Ropar,Mechanical Engineering,AI,OPEN,Female-only ,15057,17603
IIT  Bhilai,Materials Science and Metallurgical Engineering,AI,OPEN,Gender-Neutral,15066,15871
IIT  Kanpur,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Female-only ,15079,16196
IIT  Patna,Mechanical Engineering,AI,OPEN,Female-only ,15112,21121
IIT  Goa,Electrical Engineering,AI,OPEN,Female-only ,15164,16560
IIT  (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,15220,15591
IIT  Bhilai,Mechatronics Engineering,AI,OPEN,Female-only ,15399,15399
IIT  Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,15433,15438
IIT  Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Female-only ,15494,17322
IIT  Guwahati,Biosciences and Bioengineering,AI,OPEN,Female-only ,15505,17156
IIT  BHU,Civil Engineering,AI,OPEN,Female-only ,15552,18970
IIT  Hyderabad,Biomedical Engineering,AI,OPEN,Female-only ,15656,15954
IIT  Kharagpur,Agricultural and Food Engineering,AI,OPEN,Female-only ,15669,19903
IIT  Indore,Chemical Engineering,AI,OPEN,Female-only ,15679,16378
IIT  Hyderabad,Industrial Chemistry,AI,OPEN,Female-only ,15890,16446
IIT  Palakkad,Mechanical Engineering,AI,OPEN,Female-only ,15990,21578
IIT  Jodhpur,Chemical Engineering,AI,OPEN,Female-only ,15996,19661
IIT  Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Female-only ,16073,18299
IIT  Gandhinagar,Civil Engineering,AI,OPEN,Female-only ,16078,17839
IIT  Bhubaneswar,Mechanical Engineering,AI,OPEN,Female-only ,16104,19505
IIT  Kharagpur,Mining Engineering,AI,OPEN,Female-only ,16126,19143
IIT  BHU,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,16241,16996
IIT  (ISM) Dhanbad,Mechanical Engineering,AI,OPEN,Female-only ,16262,19099
IIT  (ISM) Dhanbad,Chemical Engineering,AI,OPEN,Female-only ,16313,19432
IIT  Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",AI,OPEN,Female-only ,16346,17618
IIT  Ropar,Engineering Physics,AI,OPEN,Female-only ,16348,18747
IIT  Tirupati,Chemical Engineering,AI,OPEN,Female-only ,16379,21110
IIT  Gandhinagar,Materials Engineering,AI,OPEN,Female-only ,16409,17233
IIT  Indore,Civil Engineering,AI,OPEN,Female-only ,16460,18217
IIT  Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only ,16498,16498
IIT  (ISM) Dhanbad,Petroleum Engineering,AI,OPEN,Female-only ,16543,20817
IIT  Kharagpur,Ocean Engineering and Naval Architecture,AI,OPEN,Female-only ,16598,17790
IIT  Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,16634,20427
IIT  BHU,Metallurgical Engineering,AI,OPEN,Female-only ,16644,19931
IIT  Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Female-only ,16808,16808
IIT  BHU,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,16837,22750
IIT  Bhilai,Electrical Engineering,AI,OPEN,Female-only ,16917,17772
IIT  (ISM) Dhanbad,Engineering Physics,AI,OPEN,Female-only ,16923,17730
IIT  Tirupati,Engineering Physics,AI,OPEN,Female-only ,17187,17187
IIT  BHU,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,17189,18700
IIT  Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Female-only ,17302,19354
IIT  Ropar,Civil Engineering,AI,OPEN,Female-only ,17886,18966
IIT  Mandi,Mechanical Engineering,AI,OPEN,Female-only ,18047,19060
IIT  Patna,"B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Female-only ,18135,18135
